step,elapsed_s,step_time_s,training_time_s,grad_norm,learning_rate,loss,rlt_loss,vla_loss
796,305,0.356,0.353,1.52,1.83e-05,0.61,0.61,0.0
797,305,0.356,0.354,1.11,1.83e-05,0.597,0.597,0.0
798,305,0.354,0.352,2.41,1.83e-05,0.601,0.601,0.0
799,306,0.354,0.352,2.02,1.83e-05,0.627,0.627,0.0
800,306,0.353,0.351,1.98,1.83e-05,0.599,0.599,0.0
801,306,0.353,0.35,2.09,1.83e-05,0.621,0.621,0.0
802,307,0.353,0.351,1.62,1.82e-05,0.62,0.62,0.0
803,307,0.354,0.351,1.61,1.82e-05,0.595,0.595,0.0
804,308,0.354,0.351,1.33,1.82e-05,0.602,0.602,0.0
805,308,0.355,0.353,1.45,1.82e-05,0.587,0.587,0.0
806,308,0.354,0.352,1.15,1.82e-05,0.609,0.609,0.0
807,309,0.355,0.353,2.47,1.81e-05,0.633,0.633,0.0
808,309,0.354,0.351,2.2,1.81e-05,0.582,0.582,0.0
809,309,0.355,0.353,1.24,1.81e-05,0.598,0.598,0.0
810,310,0.353,0.351,1.54,1.81e-05,0.587,0.587,0.0
811,310,0.352,0.35,1.05,1.81e-05,0.607,0.607,0.0
812,310,0.353,0.351,1.17,1.81e-05,0.605,0.605,0.0
813,311,0.353,0.351,1.14,1.8e-05,0.601,0.601,0.0
814,311,0.353,0.35,1.05,1.8e-05,0.602,0.602,0.0
815,312,0.355,0.353,1.52,1.8e-05,0.583,0.583,0.0
816,312,0.354,0.352,1.41,1.8e-05,0.576,0.576,0.0
817,312,0.354,0.351,1.96,1.8e-05,0.578,0.578,0.0
818,313,0.355,0.353,2.0,1.8e-05,0.599,0.599,0.0
819,313,0.354,0.352,1.8,1.79e-05,0.599,0.599,0.0
820,313,0.36,0.358,1.76,1.79e-05,0.613,0.613,0.0
821,314,0.354,0.352,1.64,1.79e-05,0.618,0.618,0.0
822,314,0.355,0.353,1.32,1.79e-05,0.59,0.59,0.0
823,314,0.353,0.351,1.37,1.79e-05,0.598,0.598,0.0
824,315,0.356,0.353,1.44,1.79e-05,0.618,0.618,0.0
825,315,0.356,0.354,1.64,1.78e-05,0.597,0.597,0.0
826,315,0.354,0.352,2.34,1.78e-05,0.614,0.614,0.0
827,316,0.354,0.352,1.7,1.78e-05,0.57,0.57,0.0
828,316,0.352,0.35,2.09,1.78e-05,0.598,0.598,0.0
829,317,0.353,0.35,1.52,1.78e-05,0.595,0.595,0.0
830,317,0.353,0.351,2.41,1.78e-05,0.621,0.621,0.0
831,317,0.353,0.351,2.17,1.77e-05,0.583,0.583,0.0
832,318,0.352,0.35,1.78,1.77e-05,0.591,0.591,0.0
833,318,0.356,0.354,1.85,1.77e-05,0.619,0.619,0.0
834,318,0.355,0.352,2.19,1.77e-05,0.593,0.593,0.0
835,319,0.354,0.352,1.66,1.77e-05,0.579,0.579,0.0
836,319,0.352,0.35,1.34,1.76e-05,0.578,0.578,0.0
837,319,0.352,0.35,1.17,1.76e-05,0.606,0.606,0.0
838,320,0.354,0.352,1.33,1.76e-05,0.616,0.616,0.0
839,320,0.353,0.351,1.55,1.76e-05,0.587,0.587,0.0
840,320,0.353,0.351,1.44,1.76e-05,0.612,0.612,0.0
841,321,0.353,0.351,1.53,1.76e-05,0.585,0.585,0.0
842,321,0.354,0.352,1.84,1.75e-05,0.57,0.57,0.0
843,322,0.356,0.353,1.41,1.75e-05,0.572,0.572,0.0
844,322,0.354,0.352,1.69,1.75e-05,0.585,0.585,0.0
845,322,0.354,0.352,1.67,1.75e-05,0.632,0.632,0.0
846,323,0.353,0.35,1.36,1.75e-05,0.607,0.607,0.0
847,323,0.353,0.35,1.35,1.75e-05,0.589,0.589,0.0
848,323,0.352,0.35,1.4,1.74e-05,0.593,0.593,0.0
849,324,0.352,0.349,1.27,1.74e-05,0.581,0.581,0.0
850,324,0.356,0.353,1.47,1.74e-05,0.592,0.592,0.0
851,324,0.355,0.353,1.17,1.74e-05,0.575,0.575,0.0
852,325,0.355,0.352,1.8,1.74e-05,0.609,0.609,0.0
853,325,0.355,0.353,1.68,1.74e-05,0.597,0.597,0.0
854,325,0.354,0.351,1.23,1.73e-05,0.579,0.579,0.0
855,326,0.353,0.35,1.12,1.73e-05,0.594,0.594,0.0
856,326,0.353,0.351,1.15,1.73e-05,0.577,0.577,0.0
857,327,0.352,0.35,1.41,1.73e-05,0.593,0.593,0.0
858,327,0.355,0.353,0.863,1.73e-05,0.613,0.613,0.0
859,327,0.356,0.353,2.55,1.72e-05,0.58,0.58,0.0
860,328,0.354,0.352,2.17,1.72e-05,0.604,0.604,0.0
861,328,0.354,0.351,2.44,1.72e-05,0.606,0.606,0.0
862,328,0.355,0.353,2.55,1.72e-05,0.599,0.599,0.0
863,329,0.352,0.35,1.45,1.72e-05,0.574,0.574,0.0
864,329,0.353,0.351,1.52,1.72e-05,0.597,0.597,0.0
865,329,0.354,0.352,1.36,1.71e-05,0.598,0.598,0.0
866,330,0.352,0.349,1.24,1.71e-05,0.557,0.557,0.0
867,330,0.352,0.349,1.93,1.71e-05,0.574,0.574,0.0
868,330,0.354,0.352,2.11,1.71e-05,0.605,0.605,0.0
869,331,0.354,0.351,1.45,1.71e-05,0.593,0.593,0.0
870,331,0.355,0.353,1.31,1.7e-05,0.586,0.586,0.0
871,332,0.353,0.351,1.14,1.7e-05,0.594,0.594,0.0
872,332,0.353,0.351,0.824,1.7e-05,0.571,0.571,0.0
873,332,0.362,0.359,1.3,1.7e-05,0.587,0.587,0.0
874,333,0.358,0.356,1.02,1.7e-05,0.616,0.616,0.0
875,333,0.355,0.353,1.81,1.7e-05,0.602,0.602,0.0
876,333,0.355,0.353,1.44,1.69e-05,0.582,0.582,0.0
877,334,0.353,0.35,1.26,1.69e-05,0.578,0.578,0.0
878,334,0.352,0.35,1.88,1.69e-05,0.622,0.622,0.0
879,334,0.352,0.35,1.45,1.69e-05,0.558,0.558,0.0
880,335,0.352,0.349,2.19,1.69e-05,0.613,0.613,0.0
881,335,0.353,0.352,1.49,1.69e-05,0.575,0.575,0.0
882,336,0.358,0.355,2.38,1.68e-05,0.6,0.6,0.0
883,336,0.358,0.356,2.27,1.68e-05,0.596,0.596,0.0
884,336,0.369,0.367,1.8,1.68e-05,0.59,0.59,0.0
885,337,0.364,0.361,1.72,1.68e-05,0.593,0.593,0.0
886,337,0.358,0.356,1.91,1.68e-05,0.605,0.605,0.0
887,337,0.358,0.355,2.97,1.67e-05,0.593,0.593,0.0
888,338,0.358,0.355,1.77,1.67e-05,0.58,0.58,0.0
889,338,0.353,0.35,1.95,1.67e-05,0.586,0.586,0.0
890,339,0.842,0.839,1.11,1.67e-05,0.594,0.594,0.0
891,339,0.351,0.349,1.91,1.67e-05,0.586,0.586,0.0
892,340,0.353,0.351,1.48,1.67e-05,0.607,0.607,0.0
893,340,0.352,0.349,2.17,1.66e-05,0.593,0.593,0.0
894,340,0.352,0.35,2.41,1.66e-05,0.587,0.587,0.0
895,341,0.353,0.35,0.914,1.66e-05,0.57,0.57,0.0
896,341,0.351,0.348,2.52,1.66e-05,0.623,0.623,0.0
897,342,0.961,0.958,2.16,1.66e-05,0.597,0.597,0.0
898,342,0.346,0.344,2.16,1.65e-05,0.594,0.594,0.0
899,343,0.36,0.358,2.48,1.65e-05,0.589,0.589,0.0
900,343,0.346,0.343,0.77,1.65e-05,0.587,0.587,0.0
901,343,0.359,0.357,2.02,1.65e-05,0.604,0.604,0.0
902,344,0.347,0.345,1.22,1.65e-05,0.594,0.594,0.0
903,344,0.363,0.361,2.39,1.65e-05,0.577,0.577,0.0
904,345,0.347,0.345,2.59,1.64e-05,0.59,0.59,0.0
905,345,0.37,0.367,0.977,1.64e-05,0.582,0.582,0.0
906,345,0.352,0.348,1.54,1.64e-05,0.547,0.547,0.0
907,346,0.357,0.354,1.05,1.64e-05,0.556,0.556,0.0
908,346,0.362,0.358,2.22,1.64e-05,0.641,0.641,0.0
909,346,0.36,0.357,2.28,1.63e-05,0.616,0.616,0.0
910,347,0.357,0.354,0.973,1.63e-05,0.589,0.589,0.0
911,347,0.359,0.357,2.67,1.63e-05,0.569,0.569,0.0
912,347,0.369,0.366,1.7,1.63e-05,0.605,0.605,0.0
913,348,0.365,0.362,2.97,1.63e-05,0.592,0.592,0.0
914,348,0.358,0.355,2.61,1.63e-05,0.597,0.597,0.0
915,349,0.358,0.356,0.918,1.62e-05,0.57,0.57,0.0
916,349,0.357,0.355,3.77,1.62e-05,0.567,0.567,0.0
917,349,0.356,0.354,3.66,1.62e-05,0.617,0.617,0.0
918,350,0.356,0.353,2.06,1.62e-05,0.566,0.566,0.0
919,350,0.356,0.353,4.22,1.62e-05,0.577,0.577,0.0
920,350,0.353,0.351,5.0,1.61e-05,0.589,0.589,0.0
921,351,0.355,0.353,4.16,1.61e-05,0.561,0.561,0.0
922,351,0.353,0.35,1.16,1.61e-05,0.585,0.585,0.0
923,351,0.36,0.357,3.88,1.61e-05,0.557,0.557,0.0
924,352,0.356,0.353,3.7,1.61e-05,0.554,0.554,0.0
925,352,0.355,0.352,1.34,1.61e-05,0.603,0.603,0.0
926,353,0.353,0.35,3.91,1.6e-05,0.594,0.594,0.0
927,353,0.355,0.352,4.22,1.6e-05,0.58,0.58,0.0
928,353,0.352,0.349,3.33,1.6e-05,0.59,0.59,0.0
929,354,0.354,0.351,2.31,1.6e-05,0.588,0.588,0.0
930,354,0.353,0.351,2.69,1.6e-05,0.61,0.61,0.0
931,354,0.355,0.353,2.56,1.59e-05,0.582,0.582,0.0
932,355,0.354,0.351,1.71,1.59e-05,0.594,0.594,0.0
933,355,0.356,0.353,2.83,1.59e-05,0.6,0.6,0.0
934,355,0.353,0.351,1.96,1.59e-05,0.581,0.581,0.0
935,356,0.356,0.353,1.81,1.59e-05,0.593,0.593,0.0
936,356,0.355,0.352,2.2,1.59e-05,0.591,0.591,0.0
937,356,0.355,0.353,0.832,1.58e-05,0.575,0.575,0.0
938,357,0.356,0.354,2.02,1.58e-05,0.591,0.591,0.0
939,357,0.358,0.356,1.39,1.58e-05,0.604,0.604,0.0
940,358,0.352,0.349,1.58,1.58e-05,0.584,0.584,0.0
941,358,0.356,0.353,1.73,1.58e-05,0.572,0.572,0.0
942,358,0.352,0.35,0.98,1.57e-05,0.563,0.563,0.0
943,359,0.354,0.352,0.949,1.57e-05,0.568,0.568,0.0
944,359,0.353,0.35,1.05,1.57e-05,0.591,0.591,0.0
945,359,0.356,0.353,1.03,1.57e-05,0.589,0.589,0.0
946,360,0.352,0.35,1.52,1.57e-05,0.6,0.6,0.0
947,360,0.354,0.352,1.09,1.57e-05,0.586,0.586,0.0
948,360,0.351,0.348,1.28,1.56e-05,0.595,0.595,0.0
949,361,0.357,0.354,1.3,1.56e-05,0.602,0.602,0.0
950,361,0.356,0.353,1.09,1.56e-05,0.586,0.586,0.0
951,361,0.356,0.354,1.46,1.56e-05,0.581,0.581,0.0
952,362,0.353,0.351,0.996,1.56e-05,0.597,0.597,0.0
953,362,0.359,0.356,1.94,1.55e-05,0.589,0.589,0.0
954,363,0.356,0.354,1.12,1.55e-05,0.579,0.579,0.0
955,363,0.359,0.356,2.62,1.55e-05,0.591,0.591,0.0
956,363,0.357,0.354,2.28,1.55e-05,0.56,0.56,0.0
957,364,0.356,0.354,1.29,1.55e-05,0.568,0.568,0.0
958,364,0.356,0.353,1.53,1.55e-05,0.562,0.562,0.0
959,364,0.356,0.353,1.11,1.54e-05,0.587,0.587,0.0
960,365,0.354,0.352,1.85,1.54e-05,0.59,0.59,0.0
961,365,0.354,0.352,1.52,1.54e-05,0.551,0.551,0.0
962,365,0.353,0.351,0.852,1.54e-05,0.573,0.573,0.0
963,366,0.354,0.351,1.26,1.54e-05,0.593,0.593,0.0
964,366,0.357,0.355,0.688,1.53e-05,0.594,0.594,0.0
965,367,0.362,0.36,0.727,1.53e-05,0.579,0.579,0.0
966,367,0.356,0.353,0.742,1.53e-05,0.57,0.57,0.0
967,367,0.36,0.358,0.816,1.53e-05,0.608,0.608,0.0
968,368,0.356,0.354,0.812,1.53e-05,0.595,0.595,0.0
969,368,0.361,0.359,0.691,1.53e-05,0.595,0.595,0.0
970,368,0.356,0.354,1.17,1.52e-05,0.559,0.559,0.0
971,369,0.36,0.358,1.59,1.52e-05,0.582,0.582,0.0
972,369,0.356,0.353,0.758,1.52e-05,0.585,0.585,0.0
973,369,0.358,0.355,2.45,1.52e-05,0.592,0.592,0.0
974,370,0.352,0.35,1.46,1.52e-05,0.588,0.588,0.0
975,370,0.356,0.354,2.72,1.51e-05,0.566,0.566,0.0
976,370,0.352,0.35,3.36,1.51e-05,0.575,0.575,0.0
977,371,0.356,0.353,1.07,1.51e-05,0.593,0.593,0.0
978,371,0.352,0.35,5.78,1.51e-05,0.585,0.585,0.0
979,372,0.356,0.354,6.56,1.51e-05,0.584,0.584,0.0
980,372,0.353,0.35,4.94,1.5e-05,0.57,0.57,0.0
981,372,0.357,0.354,1.26,1.5e-05,0.555,0.555,0.0
982,373,0.351,0.349,4.88,1.5e-05,0.591,0.591,0.0
983,373,0.355,0.353,5.38,1.5e-05,0.581,0.581,0.0
984,373,0.352,0.349,3.55,1.5e-05,0.585,0.585,0.0
985,374,0.355,0.353,2.73,1.5e-05,0.579,0.579,0.0
986,374,0.354,0.351,3.62,1.49e-05,0.573,0.573,0.0
987,374,0.355,0.353,2.89,1.49e-05,0.565,0.565,0.0
988,375,0.354,0.351,1.6,1.49e-05,0.54,0.54,0.0
989,375,0.356,0.354,2.44,1.49e-05,0.574,0.574,0.0
990,376,0.354,0.352,1.68,1.49e-05,0.552,0.552,0.0
991,376,0.356,0.353,2.19,1.48e-05,0.583,0.583,0.0
992,376,0.355,0.352,2.34,1.48e-05,0.565,0.565,0.0
993,377,0.355,0.352,1.25,1.48e-05,0.57,0.57,0.0
994,377,0.355,0.352,3.23,1.48e-05,0.598,0.598,0.0
995,377,0.358,0.355,3.12,1.48e-05,0.61,0.61,0.0
996,378,0.355,0.353,2.16,1.48e-05,0.585,0.585,0.0
997,378,0.356,0.354,2.25,1.47e-05,0.572,0.572,0.0
998,378,0.351,0.349,2.61,1.47e-05,0.582,0.582,0.0
999,379,0.354,0.352,1.72,1.47e-05,0.564,0.564,0.0
1000,379,0.353,0.35,2.58,1.47e-05,0.549,0.549,0.0
1001,380,0.827,0.825,2.77,1.47e-05,0.564,0.564,0.0
1002,380,0.352,0.35,1.74,1.46e-05,0.582,0.582,0.0
1003,381,0.355,0.352,2.36,1.46e-05,0.581,0.581,0.0
1004,381,0.353,0.35,2.75,1.46e-05,0.572,0.572,0.0
1005,381,0.355,0.353,1.79,1.46e-05,0.575,0.575,0.0
1006,382,0.355,0.352,2.03,1.46e-05,0.591,0.591,0.0
1007,382,0.356,0.354,2.83,1.45e-05,0.583,0.583,0.0
1008,382,0.353,0.35,1.77,1.45e-05,0.587,0.587,0.0
1009,383,0.351,0.349,1.84,1.45e-05,0.568,0.568,0.0
1010,383,0.354,0.351,2.31,1.45e-05,0.579,0.579,0.0
1011,384,0.353,0.35,1.29,1.45e-05,0.536,0.536,0.0
1012,384,0.354,0.352,1.93,1.45e-05,0.587,0.587,0.0
1013,384,0.355,0.353,2.5,1.44e-05,0.569,0.569,0.0
1014,385,0.353,0.351,1.51,1.44e-05,0.58,0.58,0.0
1015,385,0.362,0.36,2.39,1.44e-05,0.597,0.597,0.0
1016,385,0.36,0.357,2.23,1.44e-05,0.562,0.562,0.0
1017,386,0.355,0.352,1.55,1.44e-05,0.567,0.567,0.0
1018,386,0.353,0.35,2.31,1.43e-05,0.587,0.587,0.0
1019,386,0.353,0.351,2.59,1.43e-05,0.59,0.59,0.0
1020,387,0.353,0.351,1.62,1.43e-05,0.582,0.582,0.0
1021,387,0.352,0.35,1.55,1.43e-05,0.569,0.569,0.0
1022,387,0.353,0.351,2.03,1.43e-05,0.574,0.574,0.0
1023,388,0.354,0.351,1.17,1.43e-05,0.598,0.598,0.0
1024,388,0.352,0.35,2.39,1.42e-05,0.571,0.571,0.0
1025,389,0.36,0.357,2.69,1.42e-05,0.595,0.595,0.0
1026,389,0.358,0.355,1.93,1.42e-05,0.593,0.593,0.0
1027,389,0.352,0.349,1.7,1.42e-05,0.568,0.568,0.0
1028,390,0.355,0.352,2.45,1.42e-05,0.575,0.575,0.0
1029,390,0.353,0.351,1.97,1.41e-05,0.561,0.561,0.0
1030,390,0.354,0.352,1.59,1.41e-05,0.583,0.583,0.0
1031,391,0.353,0.351,1.88,1.41e-05,0.604,0.604,0.0
1032,391,0.354,0.352,1.55,1.41e-05,0.554,0.554,0.0
1033,391,0.352,0.35,1.06,1.41e-05,0.571,0.571,0.0
1034,392,0.352,0.35,1.82,1.4e-05,0.56,0.56,0.0
1035,392,0.353,0.351,1.07,1.4e-05,0.58,0.58,0.0
1036,392,0.354,0.351,2.28,1.4e-05,0.58,0.58,0.0
1037,393,0.355,0.351,2.39,1.4e-05,0.576,0.576,0.0
1038,393,0.354,0.352,1.39,1.4e-05,0.576,0.576,0.0
1039,394,0.355,0.353,1.77,1.4e-05,0.558,0.558,0.0
1040,394,0.354,0.352,1.72,1.39e-05,0.55,0.55,0.0
1041,394,0.353,0.351,1.7,1.39e-05,0.552,0.552,0.0
1042,395,0.351,0.349,1.19,1.39e-05,0.572,0.572,0.0
1043,395,0.354,0.352,1.55,1.39e-05,0.573,0.573,0.0
1044,395,0.352,0.35,0.66,1.39e-05,0.587,0.587,0.0
1045,396,0.353,0.351,1.47,1.38e-05,0.592,0.592,0.0
1046,396,0.355,0.353,0.996,1.38e-05,0.565,0.565,0.0
1047,396,0.352,0.35,1.76,1.38e-05,0.573,0.573,0.0
1048,397,0.355,0.353,1.36,1.38e-05,0.593,0.593,0.0
1049,397,0.352,0.35,1.05,1.38e-05,0.571,0.571,0.0
1050,397,0.351,0.348,1.58,1.38e-05,0.588,0.588,0.0
1051,398,0.352,0.35,1.21,1.37e-05,0.546,0.546,0.0
1052,398,0.353,0.35,1.14,1.37e-05,0.572,0.572,0.0
1053,399,0.354,0.351,1.49,1.37e-05,0.571,0.571,0.0
1054,399,0.355,0.352,1.23,1.37e-05,0.595,0.595,0.0
1055,399,0.352,0.35,1.3,1.37e-05,0.558,0.558,0.0
1056,400,0.353,0.351,1.27,1.36e-05,0.566,0.566,0.0
1057,400,0.352,0.35,1.45,1.36e-05,0.594,0.594,0.0
1058,400,0.352,0.35,1.14,1.36e-05,0.568,0.568,0.0
1059,401,0.351,0.349,1.1,1.36e-05,0.554,0.554,0.0
1060,401,0.354,0.352,1.07,1.36e-05,0.554,0.554,0.0
1061,401,0.354,0.352,1.33,1.35e-05,0.582,0.582,0.0
1062,402,0.351,0.349,1.45,1.35e-05,0.592,0.592,0.0
1063,402,0.352,0.35,0.859,1.35e-05,0.563,0.563,0.0
1064,402,0.357,0.355,1.03,1.35e-05,0.587,0.587,0.0
1065,403,0.355,0.353,0.973,1.35e-05,0.561,0.561,0.0
1066,403,0.353,0.35,1.16,1.35e-05,0.546,0.546,0.0
1067,404,0.352,0.35,0.715,1.34e-05,0.548,0.548,0.0
1068,404,0.355,0.353,1.33,1.34e-05,0.561,0.561,0.0
1069,404,0.356,0.354,0.773,1.34e-05,0.607,0.607,0.0
1070,405,0.353,0.35,0.918,1.34e-05,0.583,0.583,0.0
1071,405,0.354,0.351,0.914,1.34e-05,0.564,0.564,0.0
1072,405,0.354,0.351,0.918,1.33e-05,0.569,0.569,0.0
1073,406,0.351,0.349,0.844,1.33e-05,0.558,0.558,0.0
1074,406,0.356,0.354,0.812,1.33e-05,0.568,0.568,0.0
1075,406,0.354,0.351,0.609,1.33e-05,0.552,0.552,0.0
1076,407,0.353,0.351,0.777,1.33e-05,0.586,0.586,0.0
1077,407,0.354,0.352,0.883,1.32e-05,0.573,0.573,0.0
1078,407,0.353,0.351,0.641,1.32e-05,0.555,0.555,0.0
1079,408,0.355,0.353,0.875,1.32e-05,0.57,0.57,0.0
1080,408,0.354,0.351,1.01,1.32e-05,0.554,0.554,0.0
1081,409,0.354,0.352,0.637,1.32e-05,0.57,0.57,0.0
1082,409,0.356,0.353,1.05,1.32e-05,0.59,0.59,0.0
1083,409,0.351,0.348,1.25,1.31e-05,0.556,0.556,0.0
1084,410,0.352,0.35,0.828,1.31e-05,0.579,0.579,0.0
1085,410,0.352,0.35,2.05,1.31e-05,0.582,0.582,0.0
1086,410,0.354,0.351,1.77,1.31e-05,0.575,0.575,0.0
1087,411,0.355,0.353,1.85,1.31e-05,0.552,0.552,0.0
1088,411,0.355,0.353,1.78,1.3e-05,0.574,0.574,0.0
1089,411,0.354,0.352,0.707,1.3e-05,0.575,0.575,0.0
1090,412,0.352,0.35,1.51,1.3e-05,0.535,0.535,0.0
1091,412,0.352,0.35,1.08,1.3e-05,0.551,0.551,0.0
1092,413,0.354,0.351,2.89,1.3e-05,0.583,0.583,0.0
1093,413,0.352,0.35,2.95,1.3e-05,0.572,0.572,0.0
1094,413,0.355,0.352,1.53,1.29e-05,0.564,0.564,0.0
1095,414,0.355,0.352,3.38,1.29e-05,0.574,0.574,0.0
1096,414,0.353,0.35,4.5,1.29e-05,0.553,0.553,0.0
1097,414,0.354,0.351,3.31,1.29e-05,0.567,0.567,0.0
1098,415,0.353,0.351,1.13,1.29e-05,0.594,0.594,0.0
1099,415,0.357,0.354,3.16,1.28e-05,0.582,0.582,0.0
1100,415,0.353,0.351,3.11,1.28e-05,0.562,0.562,0.0
1101,416,0.351,0.349,2.22,1.28e-05,0.557,0.557,0.0
1102,416,0.353,0.351,2.75,1.28e-05,0.601,0.601,0.0
1103,416,0.353,0.35,3.05,1.28e-05,0.538,0.538,0.0
1104,417,0.355,0.353,2.48,1.27e-05,0.592,0.592,0.0
1105,417,0.355,0.352,1.2,1.27e-05,0.555,0.555,0.0
1106,418,0.356,0.353,3.33,1.27e-05,0.579,0.579,0.0
1107,418,0.355,0.352,3.36,1.27e-05,0.575,0.575,0.0
1108,418,0.356,0.353,2.44,1.27e-05,0.569,0.569,0.0
1109,419,0.353,0.35,1.86,1.27e-05,0.572,0.572,0.0
1110,419,0.352,0.349,2.34,1.26e-05,0.584,0.584,0.0
1111,419,0.351,0.349,1.73,1.26e-05,0.571,0.571,0.0
1112,420,0.353,0.351,1.98,1.26e-05,0.559,0.559,0.0
1113,420,0.354,0.351,2.02,1.26e-05,0.565,0.565,0.0
1114,420,0.354,0.352,1.32,1.26e-05,0.574,0.574,0.0
1115,421,0.355,0.353,2.02,1.25e-05,0.566,0.566,0.0
1116,421,0.355,0.351,2.09,1.25e-05,0.587,0.587,0.0
1117,421,0.354,0.352,1.61,1.25e-05,0.572,0.572,0.0
1118,422,0.351,0.349,2.48,1.25e-05,0.567,0.567,0.0
1119,422,0.35,0.347,2.73,1.25e-05,0.551,0.551,0.0
1120,423,0.351,0.348,2.41,1.25e-05,0.603,0.603,0.0
1121,423,0.963,0.961,1.73,1.24e-05,0.576,0.576,0.0
1122,424,0.349,0.347,2.17,1.24e-05,0.574,0.574,0.0
1123,424,0.358,0.355,1.78,1.24e-05,0.568,0.568,0.0
1124,425,0.347,0.345,0.879,1.24e-05,0.567,0.567,0.0
1125,425,0.358,0.356,1.8,1.24e-05,0.584,0.584,0.0
1126,425,0.344,0.342,1.69,1.23e-05,0.574,0.574,0.0
1127,426,0.359,0.356,0.84,1.23e-05,0.557,0.557,0.0
1128,426,0.345,0.343,1.7,1.23e-05,0.569,0.569,0.0
1129,426,0.362,0.359,1.22,1.23e-05,0.562,0.562,0.0
1130,427,0.347,0.345,1.2,1.23e-05,0.528,0.528,0.0
1131,427,0.356,0.354,1.43,1.22e-05,0.538,0.538,0.0
1132,427,0.354,0.352,0.879,1.22e-05,0.62,0.62,0.0
1133,428,0.353,0.351,0.938,1.22e-05,0.595,0.595,0.0
1134,428,0.353,0.35,1.29,1.22e-05,0.569,0.569,0.0
1135,428,0.352,0.35,1.11,1.22e-05,0.549,0.549,0.0
1136,429,0.354,0.352,1.78,1.22e-05,0.586,0.586,0.0
1137,429,0.353,0.351,1.91,1.21e-05,0.571,0.571,0.0
1138,430,0.354,0.351,1.25,1.21e-05,0.576,0.576,0.0
1139,430,0.358,0.356,1.1,1.21e-05,0.551,0.551,0.0
1140,430,0.357,0.354,0.977,1.21e-05,0.545,0.545,0.0
1141,431,0.356,0.354,0.988,1.21e-05,0.594,0.594,0.0
1142,431,0.356,0.353,1.19,1.2e-05,0.547,0.547,0.0
1143,431,0.357,0.355,0.898,1.2e-05,0.554,0.554,0.0
1144,432,0.357,0.355,1.13,1.2e-05,0.565,0.565,0.0
1145,432,0.357,0.354,0.762,1.2e-05,0.539,0.539,0.0
1146,432,0.354,0.351,0.926,1.2e-05,0.565,0.565,0.0
1147,433,0.351,0.349,0.895,1.2e-05,0.537,0.537,0.0
1148,433,0.353,0.35,1.33,1.19e-05,0.533,0.533,0.0
1149,434,0.356,0.354,1.38,1.19e-05,0.584,0.584,0.0
1150,434,0.354,0.352,1.42,1.19e-05,0.573,0.573,0.0
1151,434,0.354,0.352,1.62,1.19e-05,0.557,0.557,0.0
1152,435,0.355,0.352,0.91,1.19e-05,0.568,0.568,0.0
1153,435,0.354,0.352,0.91,1.18e-05,0.567,0.567,0.0
1154,435,0.355,0.353,0.574,1.18e-05,0.59,0.59,0.0
1155,436,0.354,0.351,1.17,1.18e-05,0.563,0.563,0.0
1156,436,0.352,0.35,0.844,1.18e-05,0.575,0.575,0.0
1157,436,0.361,0.358,1.28,1.18e-05,0.58,0.58,0.0
1158,437,0.362,0.36,0.828,1.18e-05,0.562,0.562,0.0
1159,437,0.355,0.353,0.914,1.17e-05,0.573,0.573,0.0
1160,437,0.355,0.352,0.965,1.17e-05,0.571,0.571,0.0
1161,438,0.355,0.352,0.773,1.17e-05,0.557,0.557,0.0
1162,438,0.358,0.356,1.08,1.17e-05,0.571,0.571,0.0
1163,439,0.361,0.359,0.949,1.17e-05,0.585,0.585,0.0
1164,439,0.358,0.355,1.18,1.16e-05,0.565,0.565,0.0
1165,439,0.362,0.356,0.793,1.16e-05,0.554,0.554,0.0
1166,440,0.359,0.357,1.12,1.16e-05,0.545,0.545,0.0
1167,440,0.367,0.365,0.859,1.16e-05,0.55,0.55,0.0
1168,440,0.366,0.364,1.39,1.16e-05,0.574,0.574,0.0
1169,441,0.354,0.352,0.93,1.16e-05,0.571,0.571,0.0
1170,441,0.355,0.353,0.762,1.15e-05,0.582,0.582,0.0
1171,441,0.357,0.355,0.922,1.15e-05,0.568,0.568,0.0
1172,442,0.355,0.353,0.684,1.15e-05,0.577,0.577,0.0
1173,442,0.353,0.351,0.969,1.15e-05,0.583,0.583,0.0
1174,443,0.355,0.353,0.711,1.15e-05,0.568,0.568,0.0
1175,443,0.357,0.355,0.898,1.14e-05,0.563,0.563,0.0
1176,443,0.355,0.353,0.688,1.14e-05,0.579,0.579,0.0
1177,444,0.358,0.356,0.895,1.14e-05,0.571,0.571,0.0
1178,444,0.354,0.352,0.664,1.14e-05,0.561,0.561,0.0
1179,444,0.356,0.354,0.609,1.14e-05,0.572,0.572,0.0
1180,445,0.356,0.353,0.91,1.14e-05,0.542,0.542,0.0
1181,445,0.357,0.354,0.598,1.13e-05,0.551,0.551,0.0
1182,445,0.353,0.351,0.684,1.13e-05,0.545,0.545,0.0
1183,446,0.355,0.353,0.715,1.13e-05,0.57,0.57,0.0
1184,446,0.356,0.354,0.672,1.13e-05,0.572,0.572,0.0
1185,447,0.356,0.354,0.719,1.13e-05,0.534,0.534,0.0
1186,447,0.355,0.353,0.66,1.12e-05,0.556,0.556,0.0
1187,447,0.356,0.354,0.715,1.12e-05,0.575,0.575,0.0
1188,448,0.352,0.35,0.629,1.12e-05,0.577,0.577,0.0
